Stock_type,Title,Mileage,Price,Price_drop,car_battery,Dealer_Name,Location
Used,2020 Tesla Model 3 Long Range,"27,597 mi.","$27,987",,EV Battery Rating | Excellent,Star Motor Sales,"Downers Grove, IL"
Used,2021 Tesla Model 3 Long Range,"52,925 mi.","$27,894",,EV Battery Rating | Excellent,Bright Bay Mazda,"bayshore, NY"
Used,2022 Tesla Model 3 Standard Range,"47,149 mi.","$23,885",,EV Battery Rating | Excellent,Jidd Motors Mitsubishi,"Des Plaines, IL"
Used,2017 Tesla Model S 75D,"52,965 mi.","$28,995",,EV Battery Rating | Excellent,Conway Imports,"Streamwood, IL"
Used,2018 Tesla Model 3,"46,119 mi.","$27,513",,EV Battery Rating | Excellent,Mercedes-Benz of St Louis,"St. Louis, MO"
Used,2020 Tesla Model 3 Long Range,"48,622 mi.","$29,998",,,CarMax Torrance - Offering Express Pickup and Home Delivery,"Torrance, CA"
Used,2022 Tesla Model 3 Base,"22,670 mi.","$31,998",,EV Battery Rating | Excellent,CarMax Gaithersburg - Offering Express Pickup and Home Delivery,"Gaithersburg, MD"
Used,2020 Tesla Model 3 Long Range,"21,570 mi.","$27,995",,EV Battery Rating | Excellent,Automotive Avenues,"Wall Township, NJ"
Used,2021 Tesla Model 3 Standard Range Plus,"27,878 mi.","$25,700",,,Hanna Imports,"Raleigh, NC"
Used,2021 Tesla Model 3 Standard Range Plus,"38,895 mi.","$26,988",,EV Battery Rating | Excellent,Gold Star Motors,"Salinas, CA"
Used,2020 Tesla Model 3 Long Range,"70,234 mi.","$24,100","$1,000 price drop",EV Battery Rating | Excellent,Auto Boutique,"Columbus, OH"
Used,2019 Tesla Model 3 Long Range,"31,740 mi.","$27,384","$1,610 price drop",EV Battery Rating | Excellent,Zeigler Honda of Racine,"Mt Pleasent, WI"
Used,2016 Tesla Model X 75D,"38,268 mi.","$34,495",$500 price drop,EV Battery Rating | Excellent,Volkswagen of Oakland,"Oakland, CA"
Used,2020 Tesla Model X Long Range Plus Dual Motor All-Wheel Drive,"38,909 mi.","$52,800",,EV Battery Rating | Excellent,Chicago Motor Cars,"West Chicago, IL"
Used,2020 Tesla Model 3 Standard Range Plus,"28,982 mi.","$23,995",$505 price drop,EV Battery Rating | Excellent,World Volkswagen of Neptune,"Neptune, NJ"
Used,2022 Tesla Model 3 Long Range,"69,853 mi.","$23,999",,EV Battery Rating | Excellent,Victory Chevrolet of Savannah,"Savannah, MO"
Used,2018 Tesla Model S 75D,"66,253 mi.","$32,998",,EV Battery Rating | Excellent,CarMax Buena Park - Offering Express Pickup and Home Delivery,"Buena Park, CA"
Used,2023 Tesla Model 3 Base,"22,724 mi.","$27,058","$1,098 price drop",EV Battery Rating | Excellent,Hertz Car Sales Kearny Mesa,"San Diego, CA"
Used,2023 Tesla Model 3 Base,"39,328 mi.","$24,818",$222 price drop,EV Battery Rating | Excellent,Hertz Car Sales Clearwater,"Clearwater, FL"
Used,2022 Tesla Model 3 Long Range,"87,520 mi.","$23,800",,EV Battery Rating | Excellent,Prestige Motors,"Yakima, WA"
Used,2022 Tesla Model S Dual Motor All-Wheel Drive,"34,836 mi.",Not Priced,,EV Battery Rating | Excellent,Pacific Auto Center - Fontana,"Fontana, CA"
Used,2023 Tesla Model 3 Base,"22,692 mi.","$27,056",,EV Battery Rating | Excellent,Hertz Car Sales Norwalk,"Norwalk, CA"
Used,2022 Tesla Model 3 Long Range,"45,896 mi.","$28,950",,EV Battery Rating | Excellent,Sheehy INFINITI of Annapolis,"Annapolis, MD"
Used,2018 Tesla Model X P100D,"45,375 mi.","$49,997",,EV Battery Rating | Excellent,Gravity Autos Roswell,"Roswell, GA"
Used,2018 Tesla Model 3 Long Range,"45,140 mi.","$28,988",,EV Battery Rating | Excellent,South Bay Ford Lincoln,"Hawthorne, CA"
Used,2020 Tesla Model 3 Standard Range Plus,"39,002 mi.","$24,489","$2,451 price drop",EV Battery Rating | Excellent,Audi South Orlando,"Orlando, FL"
Used,2023 Tesla Model 3 Base,"21,151 mi.","$27,334",,EV Battery Rating | Excellent,Hertz Car Sales Kearny Mesa,"San Diego, CA"
Used,2023 Tesla Model 3 Base,"21,914 mi.","$27,127",$115 price drop,EV Battery Rating | Excellent,Hertz Car Sales Richmond,"Richmond, VA"
Used,2023 Tesla Model 3 Performance,"44,549 mi.","$34,999",,EV Battery Rating | Excellent,Momentum BMW,"Houston, TX"
Used,2022 Tesla Model 3 Performance,"19,036 mi.","$37,558",$397 price drop,EV Battery Rating | Excellent,North City Honda,"Chicago, IL"
Used,2018 Tesla Model X 100D,"21,792 mi.","$47,990",,EV Battery Rating | Excellent,ALM Mall of GA,"Buford, GA"
Used,2021 Tesla Model S Plaid,"20,322 mi.","$97,750",,EV Battery Rating | Excellent,Wires Only,
Used,2022 Tesla Model 3 Standard Range,"19,277 mi.","$29,995","$2,000 price drop",EV Battery Rating | Excellent,Presidential Auto Sales & Service,"Delray Beach, FL"
Used,2020 Tesla Model 3 Standard Range Plus,"45,166 mi.","$22,450",$538 price drop,EV Battery Rating | Excellent,CAR LUX,"Inglewood, CA"
Used,2022 Tesla Model 3 Base,"65,517 mi.","$23,873",,EV Battery Rating | Excellent,Hertz Car Sales Raleigh,"Raleigh, NC"
Used,2022 Tesla Model 3 Long Range,"23,610 mi.","$31,952",$572 price drop,EV Battery Rating | Excellent,Dan Powers Chevrolet Buick GMC,"Hardinsburg, KY"
Used,2020 Tesla Model S Long Range Dual Motor All-Wheel Drive,"17,372 mi.","$50,881",,EV Battery Rating | Excellent,Euro Motorcars Bethesda,"Bethesda, MD"
Used,2014 Tesla Model S P85D,"41,743 mi.","$29,999",,EV Battery Rating | Excellent,Six Stars Auto Sales Inc,"Richmond Hill, NY"
Used,2021 Tesla Model S Long Range Dual Motor All-Wheel Drive,"47,651 mi.","$53,995",,EV Battery Rating | Excellent,1A Auto Sales,"Walpole, MA"
Used,2018 Tesla Model S 100D,"46,790 mi.","$34,906",,EV Battery Rating | Good,Sheehy Hyundai of Waldorf,"Waldorf, MD"
Used,2022 Tesla Model 3 Long Range,"67,198 mi.","$21,399",,EV Battery Rating | Excellent,Palm Beach Mitsubishi,"West Palm Beach, FL"
Used,2021 Tesla Model 3 Long Range,"10,426 mi.","$34,977",,EV Battery Rating | Excellent,iDrive1 Motorcars,"Carrollton, TX"
Used,2018 Tesla Model 3,"40,258 mi.",Not Priced,,,Don Jackson CDJR North,"Cumming, GA"
Used,2018 Tesla Model S 100D,"32,282 mi.","$34,400",,EV Battery Rating | Excellent,Mac Haik Chevrolet,"Houston, TX"
Used,2022 Tesla Model 3 Long Range,"88,437 mi.","$22,575",,,Hertz Car Sales Phoenix Bell Rd,"Phoenix, AZ"
Used,2022 Tesla Model 3 Base,"41,443 mi.","$24,991",,EV Battery Rating | Excellent,Naples INFINITI,"Naples, FL"
Used,2018 Tesla Model 3 Long Range,"73,477 mi.","$22,529",$462 price drop,EV Battery Rating | Excellent,HoneyCar - Tampa,"Tampa, FL"
Used,2018 Tesla Model 3 Long Range,"50,846 mi.","$24,995","$3,000 price drop",EV Battery Rating | Excellent,Brown & Brown Wholesale,"Mesa, AZ"
Used,2018 Tesla Model 3 Long Range,"35,463 mi.","$28,986",$500 price drop,EV Battery Rating | Excellent,Rick Hendrick Chrysler Dodge Jeep RAM Duluth,"Duluth, GA"
Used,2020 Tesla Model 3 Long Range,"34,278 mi.","$29,995",,EV Battery Rating | Excellent,Rocky Ridge Auto Sales,"Ephrata, PA"
Used,2022 Tesla Model 3 Base,"48,139 mi.","$26,385",,EV Battery Rating | Excellent,Hertz Car Sales Stone Mountain,"Stone Mountain, GA"
Used,2022 Tesla Model 3 Standard Range,"56,356 mi.","$21,995",,EV Battery Rating | Excellent,Victory Mitsubishi,"Bronx, NY"
Used,2023 Tesla Model 3 Base,"23,411 mi.","$26,939",$115 price drop,EV Battery Rating | Excellent,Hertz Car Sales Las Vegas,"Las Vegas, NV"
Used,2019 Tesla Model 3 Standard Range Plus,"56,872 mi.","$25,998","$1,000 price drop",EV Battery Rating | Excellent,CarMax Phoenix-Gilbert - Offering Express Pickup and Home Delivery,"Gilbert, AZ"
Used,2021 Tesla Model 3 Standard Range Plus,"50,858 mi.","$24,782",,EV Battery Rating | Excellent,Napleton's Volkswagen of Orlando,"Orlando, FL"
Used,2018 Tesla Model 3 Mid Range,"35,726 mi.","$22,995",$600 price drop,EV Battery Rating | Excellent,Cherokee Auto Sales,"Acworth, GA"
Used,2018 Tesla Model 3 Long Range,"70,713 mi.","$23,500",$400 price drop,EV Battery Rating | Excellent,Lunghamer Buick-GMC Inc.,"Waterford Township, MI"
Used,2018 Tesla Model 3 Long Range,"34,121 mi.","$24,998",,EV Battery Rating | Excellent,HGreg.com Orlando,"Orlando, FL"
Used,2017 Tesla Model X 100D,"48,801 mi.","$38,995",,EV Battery Rating | Excellent,Autogroup Inc,"Manassas, VA"
Used,2019 Tesla Model 3 Standard Range Plus,"31,660 mi.","$26,998","$1,000 price drop",EV Battery Rating | Excellent,CarMax Spokane - Offering Express Pickup and Home Delivery,"Spokane Valley, WA"
Used,2017 Tesla Model S 75D,"65,383 mi.","$27,998","$4,000 price drop",EV Battery Rating | Excellent,Lithia Chrysler Jeep Dodge of Medford,"Medford, OR"
Used,2018 Tesla Model 3 Mid Range,"55,579 mi.","$23,050",$366 price drop,EV Battery Rating | Excellent,City Mitsubishi,"Jacksonville, FL"
Used,2020 Tesla Model X Long Range Dual Motor All-Wheel Drive,"66,222 mi.","$42,456",,EV Battery Rating | Excellent,NJ State Auto Used Cars,"Jersey City, NJ"
Used,2020 Tesla Model 3 Standard Range Plus,"53,680 mi.","$24,591",$200 price drop,EV Battery Rating | Excellent,Kalidy Kia,"Edmond, OK"
Used,2022 Tesla Model 3 Long Range,"85,827 mi.","$19,499","$4,000 price drop",EV Battery Rating | Excellent,SJL Motors of Miami,"Plantation, FL"
Used,2020 Tesla Model 3 Standard Range,"57,028 mi.","$25,985",,EV Battery Rating | Excellent,Orlando Preowned,"Orlando, FL"
Used,2018 Tesla Model 3 Performance,"92,454 mi.","$22,495","$1,500 price drop",EV Battery Rating | Excellent,Motor Cars of Chicago,"Joliet, IL"
Used,2016 Tesla Model X P90D,"45,168 mi.","$41,890",,EV Battery Rating | Excellent,AutoNation Toyota Hayward,"Hayward, CA"
Used,2022 Tesla Model 3 Long Range,"53,889 mi.","$25,747",,EV Battery Rating | Excellent,Hertz Car Sales Smithtown,"Smithtown, NY"
Used,2015 Tesla Model S P85D,"67,117 mi.","$28,895",,EV Battery Rating | Excellent,ZAG Motors Everett,"Everett, WA"
Used,2021 Tesla Model 3 Standard Range Plus,"25,290 mi.","$25,900","$1,000 price drop",EV Battery Rating | Excellent,LAX Chrysler Dodge Jeep RAM,"Inglewood, CA"
Used,2022 Tesla Model 3 Base,"84,103 mi.","$21,001",,EV Battery Rating | Excellent,Hertz Car Sales Santa Clara,"Santa Clara, CA"
Used,2016 Tesla Model S 60,"47,534 mi.","$25,991",,EV Battery Rating | Excellent,Drive City Motors,"Haltom City, TX"
Used,2018 Tesla Model 3,"39,509 mi.","$26,995",,EV Battery Rating | Excellent,Maximum Auto Outlet,"Manassas Park, VA"
Used,2021 Tesla Model S Plaid Tri Motor All-Wheel Drive,"14,585 mi.",Not Priced,,EV Battery Rating | Excellent,Brandon Honda,"Tampa, FL"
Used,2022 Tesla Model 3 Long Range,"74,490 mi.","$24,522",,EV Battery Rating | Excellent,Victory Chevrolet GMC Paola,"Paola, KS"
Used,2017 Tesla Model X 100D,"50,702 mi.","$38,900",$600 price drop,EV Battery Rating | Excellent,Stevens Creek Toyota,"San Jose, CA"
Used,2018 Tesla Model 3 Long Range,"20,683 mi.","$30,998",,EV Battery Rating | Excellent,CarMax South Portland - Offering Express Pickup and Home Delivery,"South Portland, ME"
Used,2023 Tesla Model 3 Base,"21,947 mi.","$27,211",,EV Battery Rating | Excellent,Hertz Car Sales Phoenix Bell Rd,"Phoenix, AZ"
Used,2022 Tesla Model 3 Performance,"42,369 mi.","$34,499",,EV Battery Rating | Excellent,Vehicle Clearing House,"Winter Garden, FL"
Used,2022 Tesla Model 3 Performance,"5,415 mi.","$36,200",,EV Battery Rating | Excellent,Land Rover North Scottsdale,"Phoenix, AZ"
Used,2019 Tesla Model 3 Standard Range Plus,"35,418 mi.","$24,400","$1,598 price drop",EV Battery Rating | Excellent,Century Auto,"Daly City, CA"
Used,2015 Tesla Model S 85D,"65,705 mi.","$30,950",,EV Battery Rating | Excellent,Midway Auto Group,"Addison, TX"
Used,2022 Tesla Model 3 Standard Range,"89,152 mi.","$21,500",,EV Battery Rating | Excellent,Auto Boutique,"Columbus, OH"
Used,2023 Tesla Model 3 Base,"25,382 mi.","$26,785","$1,939 price drop",EV Battery Rating | Excellent,Hertz Car Sales Pittsburgh Coraopolis,"Coraopolis, PA"
Used,2021 Tesla Model 3 Long Range,"32,000 mi.","$29,997","$2,000 price drop",EV Battery Rating | Excellent,Fred's Executive Auto,"Woodbridge, VA"
Used,2022 Tesla Model 3 Long Range,"47,762 mi.","$23,599",,EV Battery Rating | Excellent,Palm Beach Mitsubishi,"West Palm Beach, FL"
Used,2020 Tesla Model 3 Performance,"30,816 mi.","$31,485",$514 price drop,EV Battery Rating | Excellent,Lupient Chevrolet,"Bloomington, MN"
Used,2017 Tesla Model X 100D AWD 4dr SUV,"90,444 mi.","$32,480",$500 price drop,EV Battery Rating | Excellent,The Motor Collection,"Columbus, OH"
Used,2022 Tesla Model 3 Long Range,"15,461 mi.","$34,599",$399 price drop,EV Battery Rating | Excellent,Walser Toyota,"Minneapolis, MN"
Used,2019 Tesla Model 3 Mid Range,"71,260 mi.","$21,999",,EV Battery Rating | Good,Concord Honda,"Concord, CA"
Used,2021 Tesla Model 3 Long Range,"43,417 mi.","$32,500",$499 price drop,EV Battery Rating | Excellent,Nissan of Lagrange,"LaGrange, GA"
Used,2018 Tesla Model X P100D,"45,375 mi.","$49,997",,EV Battery Rating | Excellent,Gravity Autos Roswell,"Roswell, GA"
Used,2019 Tesla Model 3 Long Range,"59,222 mi.","$24,990",,EV Battery Rating | Excellent,ALM Mall of GA,"Buford, GA"
Used,2020 Tesla Model 3 Standard,"59,522 mi.","$23,950",,EV Battery Rating | Excellent,Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,"Sterling, VA"
Used,2018 Tesla Model S 75D,"44,566 mi.","$27,389",,EV Battery Rating | Excellent,EchoPark Automotive Phoenix,"Avondale, AZ"
Used,2020 Tesla Model 3 Standard Range Plus,"100,956 mi.","$21,995","$2,000 price drop",EV Battery Rating | Excellent,AUTO CONNECT,"SOUTH GATE, CA"
Used,2023 Tesla Model 3 Standard Range,"24,295 mi.","$27,600",,EV Battery Rating | Excellent,Auto Boutique Texas,"Alvin, TX"
Used,2019 Tesla Model 3 Standard Range Plus,"56,442 mi.",Not Priced,,,Southtowne Hyundai Of Newnan,"Newnan, GA"
Used,2023 Tesla Model 3 Base,"24,297 mi.","$27,069","$1,329 price drop",EV Battery Rating | Excellent,Hertz Car Sales Smithtown,"Smithtown, NY"
Used,2018 Tesla Model 3 Long Range,"34,450 mi.","$26,995",,EV Battery Rating | Excellent,405 Motors,"Woodinville, WA"
Used,2022 Tesla Model 3 Long Range,"60,419 mi.","$23,999",,EV Battery Rating | Excellent,Victory Chevrolet of Savannah,"Savannah, MO"
Used,2021 Tesla Model 3 Standard Range Plus,"9,725 mi.","$31,415",,EV Battery Rating | Excellent,Auto Web Expo,"Plano, TX"
Used,2023 Tesla Model X Base,"3,670 mi.","$74,995",,EV Battery Rating | Excellent,Lexus of Ann Arbor,"Ann Arbor, MI"
Used,2022 Tesla Model 3 Standard Range,"58,691 mi.","$21,449",,EV Battery Rating | Excellent,Palm Beach Mitsubishi,"West Palm Beach, FL"
Used,2020 Tesla Model X Long Range Dual Motor All-Wheel Drive,"34,407 mi.","$50,000",,EV Battery Rating | Excellent,Choice Automotive Hawaii,"Honolulu, HI"
Used,2023 Tesla Model 3 Base,"29,150 mi.","$25,538",$684 price drop,EV Battery Rating | Excellent,Hertz Car Sales Tampa,"Tampa, FL"
Used,2022 Tesla Model 3 Base,"66,944 mi.","$23,999",,EV Battery Rating | Excellent,Downtown Toyota-Subaru of Oakland,"Oakland, CA"
Used,2023 Tesla Model 3 Base,"26,231 mi.","$26,990",$500 price drop,EV Battery Rating | Excellent,California Beemers Teslers,"Costa Mesa, CA"
Used,2021 Tesla Model 3 Performance,"50,439 mi.","$32,780",,,Guaranteed Motor Cars,"palos hills, IL"
Used,2021 Tesla Model 3 Standard Range Plus,"37,994 mi.","$24,498",,EV Battery Rating | Excellent,Premium Autos,"Norco, CA"
Used,2020 Tesla Model 3 Performance,"49,666 mi.",Not Priced,,,eCarOne,"Plano, TX"
Used,2022 Tesla Model X Base,"7,691 mi.",Not Priced,,EV Battery Rating | Excellent,eCarOne,"Plano, TX"
Used,2022 Tesla Model 3 Long Range,"43,492 mi.","$28,843",,EV Battery Rating | Excellent,Hertz Car Sales Richmond,"Richmond, VA"
Used,2023 Tesla Model 3 Base,"31,154 mi.","$26,208",,EV Battery Rating | Excellent,Hertz Car Sales Stockton,"Stockton, CA"
Used,2016 Tesla Model X 75D,"70,567 mi.","$33,000","$1,600 price drop",EV Battery Rating | Excellent,Glendale Nissan,"Glendale, CA"
Used,2023 Tesla Model 3 Base,"23,444 mi.","$28,587",,EV Battery Rating | Excellent,Towbin Dodge RAM,"Henderson, NV"
Used,2018 Tesla Model S,"67,371 mi.","$31,889",,EV Battery Rating | Good,Universal Mitsubishi,"Sherman Oaks, CA"
Used,2018 Tesla Model 3,"41,504 mi.","$26,488",,EV Battery Rating | Excellent,STG Auto Group of Montclair,"Montclair, CA"
Used,2016 Tesla Model X 90D,"70,185 mi.","$31,900",,EV Battery Rating | Excellent,Auto City,"El Cajon, CA"
Used,2021 Tesla Model 3 Standard Range Plus,"25,428 mi.","$27,470",$983 price drop,EV Battery Rating | Excellent,Napleton's Volkswagen of Orlando,"Orlando, FL"
Used,2023 Tesla Model S Plaid Tri Motor All-Wheel Drive,"5,880 mi.","$83,788","$2,111 price drop",EV Battery Rating | Excellent,Mercedes-Benz of Atlantic City,"Egg Harbor Township, NJ"
Used,2022 Tesla Model S,"3,241 mi.","$65,470",,EV Battery Rating | Excellent,Stevenson-Hendrick Honda Wilmington,"Wilmington, NC"
Used,2018 Tesla Model 3 Long Range,"83,910 mi.","$22,795",,EV Battery Rating | Excellent,Jaguar Land Rover South Bay,"Torrance, CA"
Used,2022 Tesla Model 3 Base,"20,001 mi.","$24,505",,EV Battery Rating | Excellent,Maserati of Monmouth,"Ocean, NJ"
Used,2023 Tesla Model 3 Base,"20,543 mi.","$27,273",,EV Battery Rating | Excellent,Hertz Car Sales San Diego,"San Diego, CA"
Used,2020 Tesla Model 3 Performance,"47,316 mi.","$29,900",$600 price drop,EV Battery Rating | Excellent,Indy Auto Man,"Indianapolis, IN"
Used,2019 Tesla Model 3 Standard Range Plus,"12,461 mi.","$28,998",,EV Battery Rating | Excellent,CarMax Akron - Offering Express Pickup and Home Delivery,"Akron, OH"
Used,2023 Tesla Model 3 Base,"26,112 mi.","$26,599",,,Hertz Car Sales Bonita Springs,"Bonita Springs, FL"
Used,2021 Tesla Model 3 Standard Range Plus,"37,994 mi.","$24,498",,EV Battery Rating | Excellent,Premium Autos,"Norco, CA"
Used,2018 Tesla Model S 100D,"45,438 mi.","$45,000",,EV Battery Rating | Excellent,Milpas Motors,"Santa Barbara, CA"
Used,2021 Tesla Model 3 Long Range,"30,753 mi.","$26,991",,,Michaels Autos,"Orlando, FL"
Used,2022 Tesla Model 3 Long Range,"55,124 mi.","$25,412",,EV Battery Rating | Excellent,Hertz Car Sales Stockton,"Stockton, CA"
Used,2016 Tesla Model S P90D,"42,695 mi.","$33,786",$200 price drop,EV Battery Rating | Excellent,Mercedes-Benz of Walnut Creek,"Walnut Creek, CA"
Used,2022 Tesla Model 3 Long Range,"61,645 mi.","$22,549",$150 price drop,EV Battery Rating | Excellent,The Taverna Collection,"West Park, FL"
Used,2022 Tesla Model 3 Base,"58,901 mi.","$20,331","$2,410 price drop",EV Battery Rating | Excellent,Car Factory Outlet Miami,"Miami, FL"
Used,2022 Tesla Model 3 Base,"57,549 mi.","$20,981","$2,000 price drop",EV Battery Rating | Excellent,Car Factory Outlet Hollywood,"Fort Lauderdale, FL"
Used,2022 Tesla Model 3 Base,"69,817 mi.","$19,749",$250 price drop,EV Battery Rating | Excellent,The Taverna Collection,"West Park, FL"
Used,2018 Tesla Model S P100D,"47,289 mi.","$36,126",,EV Battery Rating | Good,AutoNation Chevrolet North,"Denver, CO"
Used,2022 Tesla Model S Base,"12,329 mi.","$68,045",,EV Battery Rating | Excellent,AutoNation Ford Scottsdale,"Scottsdale, AZ"
Used,2017 Tesla Model S 75,"72,968 mi.","$26,514",,EV Battery Rating | Excellent,MINI of Stevens Creek,"Santa Clara, CA"
Used,2022 Tesla Model 3 Base,"61,108 mi.","$20,949",,EV Battery Rating | Excellent,The Taverna Collection,"West Park, FL"
Used,2020 Tesla Model 3 Long Range,"40,045 mi.","$26,877",$503 price drop,EV Battery Rating | Excellent,Major Motor Cars,"Santa Monica, CA"
Used,2022 Tesla Model 3 Base,"65,912 mi.",Not Priced,,EV Battery Rating | Excellent,Jarrett Gordon Ford Lincoln of Winter Haven,"Winter Haven, FL"
Used,2018 Tesla Model 3 Long Range,"83,910 mi.","$22,795",,EV Battery Rating | Excellent,Jaguar Land Rover South Bay,"Torrance, CA"
Used,2022 Tesla Model 3 Base,"34,464 mi.","$23,981",,EV Battery Rating | Excellent,Kalidy Kia,"Edmond, OK"
Used,2018 Tesla Model S,"67,371 mi.","$31,889",,EV Battery Rating | Good,Universal Mitsubishi,"Sherman Oaks, CA"
Used,2016 Tesla Model X 90D,"70,185 mi.","$31,900",,EV Battery Rating | Excellent,Auto City,"El Cajon, CA"
Used,2023 Tesla Model S Plaid Tri Motor All-Wheel Drive,"5,880 mi.","$83,788","$2,111 price drop",EV Battery Rating | Excellent,Mercedes-Benz of Atlantic City,"Egg Harbor Township, NJ"
Used,2021 Tesla Model S Plaid,"12,139 mi.","$72,998",,,Walser Hyundai,"Brooklyn Park, MN"
Used,2021 Tesla Model 3 Standard Range Plus,"25,428 mi.","$27,470",$983 price drop,EV Battery Rating | Excellent,Napleton's Volkswagen of Orlando,"Orlando, FL"
Used,2022 Tesla Model X Base,"13,269 mi.","$70,943","$1,051 price drop",EV Battery Rating | Excellent,BMW of Loveland,"Loveland, CO"
Used,2020 Tesla Model X Long Range Plus,"42,686 mi.","$50,850",,EV Battery Rating | Excellent,Valencia BMW,"Valencia, CA"
Used,2023 Tesla Model S Plaid,"9,256 mi.","$80,945","$2,000 price drop",EV Battery Rating | Excellent,Volkswagen of Murrieta,"Murrieta, CA"
Used,2022 Tesla Model 3 Long Range,"67,959 mi.","$20,825",,EV Battery Rating | Excellent,Bob Johnson Certified Collection,"Rochester, NY"
Used,2021 Tesla Model 3 Standard Range Plus,"30,113 mi.","$29,208",,EV Battery Rating | Excellent,AutoNation Toyota Arapahoe,"Centennial, CO"
Used,2021 Tesla Model 3 Long Range,"29,989 mi.","$29,799",$200 price drop,EV Battery Rating | Excellent,California Motor Trade 3,"Norco, CA"
Used,2022 Tesla Model X Plaid,"29,093 mi.","$82,986","$2,000 price drop",EV Battery Rating | Excellent,Rick Hendrick Chrysler Dodge Jeep RAM Duluth,"Duluth, GA"
Used,2019 Tesla Model 3 Long Range,"50,577 mi.","$25,950",$500 price drop,EV Battery Rating | Excellent,Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,"Sterling, VA"
Used,2022 Tesla Model 3 Long Range,"70,518 mi.","$24,995",,EV Battery Rating | Excellent,Victory Chevrolet of Savannah,"Savannah, MO"
Used,2021 Tesla Model 3 Standard Range Plus,"41,525 mi.","$26,979","$2,004 price drop",EV Battery Rating | Excellent,Western Motors Merced,"Merced, CA"
Used,2023 Tesla Model 3 Standard Range,"13,232 mi.","$26,990",,,Bourne's Auto Center,"Easton, MA"
Used,2016 Tesla Model X,"33,698 mi.","$34,995",,,Beau Townsend Ford,"Vandalia, OH"
Used,2020 Tesla Model 3 Performance,"47,316 mi.","$29,900",$600 price drop,EV Battery Rating | Excellent,Indy Auto Man,"Indianapolis, IN"
Used,2019 Tesla Model 3 Standard Range Plus,"12,461 mi.","$28,998",,EV Battery Rating | Excellent,CarMax Akron - Offering Express Pickup and Home Delivery,"Akron, OH"
Used,2023 Tesla Model 3 Base,"4,153 mi.","$28,449",,EV Battery Rating | Excellent,The Taverna Collection,"West Park, FL"
Used,2017 Tesla Model X 100D,"46,084 mi.","$39,498",,,Ciocca Chevrolet of West Chester,"West Chester, PA"
Used,2020 Tesla Model 3 Standard Range Plus,"40,493 mi.","$27,998",,EV Battery Rating | Excellent,CarMax Norco - Offering Express Pickup and Home Delivery,"Norco, CA"
Used,2022 Tesla Model S Base,"45,004 mi.","$53,999",,EV Battery Rating | Excellent,OC Chief Auto,"Newport Beach, CA"
Used,2016 Tesla Model X P90D,"101,319 mi.","$35,998","$1,000 price drop",EV Battery Rating | Good,Time Chrysler Dodge Jeep Ram of Portland,"Portland, OR"
Used,2022 Tesla Model 3 Performance,"11,540 mi.","$36,397",$200 price drop,EV Battery Rating | Excellent,Current Automotive,"Hinsdale, IL"
Used,2015 Tesla Model S 85D,"84,073 mi.","$22,995",,EV Battery Rating | Excellent,Driven Auto Sales,"Springville, UT"
Used,2022 Tesla Model 3 Long Range,"26,408 mi.","$34,998","$1,000 price drop",EV Battery Rating | Excellent,CarMax Capital Boulevard - Offering Express Pickup and Home Delivery,"Raleigh, NC"
Used,2022 Tesla Model 3 Long Range,"60,710 mi.","$27,000","$1,270 price drop",EV Battery Rating | Excellent,Champion Chrysler Jeep Dodge Ram of Brighton,"Brighton, MI"
Used,2018 Tesla Model 3 Long Range,"51,627 mi.","$27,500",,EV Battery Rating | Excellent,Clement Pre-Owned (St. Charles),"St. Charles, MO"
Used,2020 Tesla Model X Long Range Plus Dual Motor All-Wheel Drive,"63,142 mi.","$45,994",,EV Battery Rating | Excellent,Premium Autos,"El Monte, CA"
Used,2022 Tesla Model 3 Performance,"38,914 mi.","$37,998",,EV Battery Rating | Excellent,CarMax Jackson (TN) - Offering Express Pickup and Home Delivery,"Jackson, TN"
Used,2022 Tesla Model 3 Long Range,"16,777 mi.","$36,998",,EV Battery Rating | Excellent,CarMax Phoenix-Gilbert - Offering Express Pickup and Home Delivery,"Gilbert, AZ"
Used,2019 Tesla Model 3 Standard Range,"26,514 mi.","$26,998",,EV Battery Rating | Excellent,CarMax Colorado Springs - Offering Express Pickup and Home Delivery,"Colorado Springs, CO"
Used,2022 Tesla Model 3 Long Range,"28,598 mi.","$28,495",$500 price drop,EV Battery Rating | Excellent,BMW of Murray,"Murray, UT"
Used,2021 Tesla Model 3 Standard Range Plus,"54,291 mi.","$20,990",,EV Battery Rating | Excellent,Feldman Chevrolet of Livonia,"Livonia, MI"
Used,2017 Tesla Model X 90D AWD *Ltd Avail*,"58,955 mi.","$29,980",,,Driven Auto of Waukegan,"Waukegan, IL"
Used,2020 Tesla Model 3 Long Range,"19,744 mi.","$27,873",,EV Battery Rating | Excellent,Bill Luke Chrysler Jeep Dodge RAM,"Phoenix, AZ"
Used,2021 Tesla Model 3 Standard Range Plus,"31,053 mi.","$25,899",$260 price drop,EV Battery Rating | Excellent,Audi Middleburg Heights,"Middleburg Heights, OH"
Used,2020 Tesla Model 3 Long Range,"66,200 mi.","$27,800",,EV Battery Rating | Excellent,Mercedes-Benz of Fresno,"Fresno, CA"
